Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200720E020702,1,1,1,1,24,4,3,0,0,0,0,-1,3,1
200801XH76197,1,1,2,2,26,6,3,0,0,0,0,-1,9,-1
200501TC00286,1,1,2,1,26,9,3,0,0,0,0,-1,0,1
2008400B03056,1,1,1,1,14,6,3,0,0,0,0,-1,9,-1
200597ND70112,1,1,3,1,23,7,3,0,0,0,0,-1,0,-1
201050GC2M006,3,1,2,1,-1,6,3,0,0,0,0,-1,0,1
200804CM08047,1,1,1,1,26,6,3,4,0,0,4,-1,5,-1
201043N268100,2,1,1,1,47,7,3,0,0,0,0,-1,3,1
20103104C1117,1,1,2,1,40,5,3,0,0,0,0,-1,3,-1
200720J043402,1,2,1,1,86,6,3,0,0,0,0,-1,5,1
200501TB00376,1,1,2,1,34,5,2,0,9,0,0,-1,11,1
200901TB00197,2,1,1,1,24,8,3,0,0,0,0,-1,1,1
200601TE00213,2,1,1,1,31,6,2,4,3,0,0,-1,3,1
20093104D1123,1,1,2,1,56,8,2,0,2,0,0,-1,0,1
200720J013701,1,1,3,2,-1,10,3,4,0,0,0,-1,9,1
200920M013401,1,2,1,1,26,6,2,4,0,0,0,-1,0,1
200906M014436,1,1,1,1,54,6,3,0,0,0,0,-1,9,1
200920M039203,1,1,1,1,26,4,3,0,0,0,4,-1,9,1
200620E104401,1,1,1,1,58,7,3,0,0,0,4,-1,11,1
200920F089102,1,1,1,1,28,9,3,0,0,0,0,-1,0,-1
200914C010709,1,1,2,1,9,9,3,6,0,0,0,-1,1,1
200997BE70311,1,1,3,1,29,7,3,0,0,0,4,-1,9,1
200801WW73704,2,1,1,2,31,6,3,7,0,2,1,-1,0,-1
200920K013301,1,1,1,2,59,9,3,0,0,0,0,-1,0,1
200806N099141,1,1,3,2,29,8,3,0,0,0,0,-1,0,1
200601TD00047,1,1,1,2,19,10,3,0,0,0,0,-1,9,1
200901TB00104,3,1,3,1,50,6,3,0,0,0,0,-1,0,-1
20094100F4051,2,1,1,1,36,5,3,0,0,0,0,-1,1,1
200842I203206,1,1,2,1,31,6,3,0,0,0,0,-1,0,-1
20103104C0614,1,1,1,1,-1,5,3,0,0,0,0,-1,0,1
200542E029607,1,1,3,1,19,6,2,0,0,1,0,-1,3,1
200920M045403,2,5,1,2,68,10,3,0,1,0,0,-1,9,1
200901TE00171,1,1,3,2,75,8,3,0,0,0,0,-1,0,-1
200614B017906,1,1,3,1,25,7,2,4,0,0,0,-1,0,-1
200804DA08112,2,1,1,1,38,6,3,0,0,0,0,-1,0,-1
2009400C01111,1,1,3,1,41,6,3,0,3,0,0,-1,1,-1
201020L007690,1,1,1,1,26,6,3,0,0,0,0,-1,11,1
200745EP01698,1,1,2,1,34,7,3,0,0,0,0,-1,0,1
200922C900956,1,1,2,2,-1,7,3,0,0,0,0,-1,11,1
2010160C04601,2,1,3,1,50,8,3,0,3,1,0,-1,3,1
200943S030039,1,1,1,1,20,5,3,0,0,0,0,-1,0,1
2010160C04601,2,1,1,2,45,5,3,0,0,0,0,-1,9,1
200820K052601,1,1,1,1,43,7,2,6,0,0,0,-1,1,-1
200911SK26719,1,1,1,1,54,7,3,0,3,0,0,-1,9,1
20064100C0466,1,1,2,1,45,5,3,0,0,0,0,-1,11,1
200804EL08129,1,1,3,1,21,8,3,0,0,0,0,-1,0,1
201043W032110,2,1,1,1,-1,7,3,0,0,0,0,-1,9,1
200720D129602,1,1,2,1,68,5,3,0,0,0,0,-1,0,1
200806C086773,1,1,3,1,31,6,3,0,0,0,1,-1,0,1
200904DL09080,1,1,1,1,39,4,3,0,0,0,0,-1,11,1
200922D903216,1,1,1,1,47,6,3,0,0,0,0,-1,9,1
201045RU48208,1,1,3,1,39,6,3,4,0,0,0,-1,9,-1
2006160B04630,1,1,3,1,41,4,3,0,0,0,0,-1,9,1
20074100F4591,1,2,3,1,54,4,3,0,0,0,0,-1,1,1
200922C900956,2,1,3,2,39,10,3,0,0,1,0,-1,11,1
200632C249006,1,2,1,1,42,8,3,0,3,0,0,-1,5,1
2005160C05090,1,3,3,1,49,5,3,5,3,0,0,-1,9,-1
201020K015290,2,1,1,2,54,7,3,0,9,0,0,-1,5,-1
200843P227118,1,1,1,1,65,3,3,0,2,1,0,-1,9,1
200830B000173,1,1,1,2,45,-1,3,0,0,0,0,-1,9,1
200511CI12820,1,1,2,1,29,5,3,0,3,0,0,-1,1,1
200845SP20370,2,1,3,1,24,5,3,0,0,0,0,-1,0,1
200742I390009,1,1,1,1,23,8,3,0,0,0,0,-1,0,-1
201030C000456,1,1,3,2,37,8,3,0,0,0,0,-1,0,-1
201043P174050,1,1,2,1,30,6,3,4,0,0,4,-1,0,1
20104100D0188,2,1,2,2,20,7,3,7,0,0,0,-1,0,1
200932D320709,2,1,3,1,39,10,3,0,0,1,0,-1,11,-1
200742I164605,3,1,1,1,9,7,3,0,0,0,0,-1,9,1
200863BC12208,1,1,2,1,33,7,3,10,0,0,0,-1,3,1
201004AL10132,1,2,3,1,43,7,3,0,0,0,0,-1,3,-1
201043P174050,2,1,1,1,19,5,3,0,0,0,0,-1,0,1
201004AL10132,1,1,3,2,19,6,3,0,0,0,0,-1,9,-1
200930A000391,2,1,2,1,65,9,3,0,0,0,0,-1,1,1
2008160B04640,1,1,1,2,35,6,3,0,3,0,0,-1,0,1
200543N180065,1,1,3,2,23,9,2,10,0,0,0,-1,3,1
2007170S10047,1,1,3,1,31,10,3,7,0,0,0,-1,11,1
201022E004374,1,1,1,1,54,4,3,0,1,0,0,-1,9,1
201022F005220,1,1,3,1,40,6,3,0,1,0,0,-1,11,1
200650A23Q236,1,1,3,1,40,7,3,0,0,0,0,-1,1,-1
200950GC2J007,1,1,1,2,37,8,3,0,3,0,0,-1,9,1
201004AL10175,1,1,1,1,38,6,3,0,0,0,0,-1,3,1
2009559D02850,1,1,2,1,30,5,3,7,9,0,0,-1,0,-1
200954DE40109,1,1,3,2,-1,6,3,0,0,0,0,-1,1,1
200963AC19809,2,1,1,1,40,9,3,0,0,0,0,-1,3,1
200532C532005,1,2,3,1,22,7,3,0,0,0,0,-1,1,1
2005170L51385,1,2,2,2,75,6,3,5,0,0,0,-1,9,1
2008170S12528,1,1,1,1,42,3,3,1,0,0,4,-1,5,1
200797UD71104,1,1,1,2,24,8,2,0,0,0,0,-1,3,1
201004AL10175,1,5,3,2,39,7,3,0,0,0,0,-1,11,1
2006556W02991,1,1,3,2,58,7,3,0,1,0,0,-1,0,1
20094100A0732,1,1,3,1,36,7,3,0,0,0,0,-1,11,1
200991NJ02992,1,1,1,2,30,-1,3,0,3,0,0,-1,0,-1
2007557W03087,1,1,3,1,56,8,3,0,0,0,0,-1,0,-1
200811SL25798,1,1,1,2,86,5,3,0,0,0,0,-1,5,1
201050GA2F001,1,1,3,2,13,11,2,0,0,0,0,-1,0,-1
200550F41J390,1,1,1,2,21,6,3,4,4,0,0,-1,1,-1
200637L013067,1,1,1,2,19,8,3,0,0,0,0,-1,0,1
200837L015190,1,1,3,1,-1,5,3,4,4,2,0,-1,0,1
200711AA11300,1,2,1,2,59,7,3,0,0,0,0,-1,5,1
201042I177506,1,1,1,1,28,4,3,4,0,0,0,-1,3,1
20103104D2271,1,2,3,1,65,6,3,0,0,1,4,-1,0,1
200537B022832,2,2,1,1,37,7,3,0,3,0,0,-1,0,-1
20104100T1136,6,1,1,1,33,7,3,0,0,0,0,-1,9,1
200642G036005,1,2,1,1,29,6,3,4,9,0,0,-1,3,1
201043W157110,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200922D903562,1,1,1,1,30,7,2,0,1,0,0,-1,0,1
200737G021936,4,1,1,1,24,5,3,0,0,0,0,-1,1,-1
200730M010076,9,2,1,2,38,7,3,0,0,0,0,-1,9,1
200997NA70207,5,1,1,1,-1,5,3,0,1,0,0,-1,0,1
200743P276117,2,2,1,2,26,5,3,0,0,0,0,-1,9,1
20064100T2071,1,1,1,2,26,9,3,1,0,0,0,-1,0,1
201054MA02810,1,1,3,1,20,6,3,0,0,0,0,-1,0,1
2010550C16090,1,1,1,2,31,5,2,7,0,0,0,-1,9,1
200730D000153,1,1,1,2,38,6,3,0,0,0,0,-1,3,1
200697UD70402,2,1,1,1,29,6,3,0,0,0,0,-1,11,1
20104100K0254,1,1,1,1,56,6,3,0,0,0,0,-1,5,1
200850GC2H037,1,1,1,1,29,5,3,0,0,0,0,-1,0,-1
20054100G0583,1,1,3,2,33,5,3,0,9,0,0,-1,11,-1
201042I253908,4,4,3,1,28,8,3,0,0,0,0,-1,3,1
201050JN2K010,2,2,1,1,37,7,3,0,0,0,0,-1,3,1
200732D387707,3,1,1,1,26,4,3,0,3,0,0,-1,3,1
20104100T1114,1,2,1,2,26,9,3,0,9,0,0,-1,9,1
200737B028630,1,1,3,1,49,5,3,0,0,0,0,-1,3,1
201001TB00833,2,1,1,2,21,7,3,5,0,0,0,-1,9,-1
200501TE00428,1,1,2,2,29,5,3,6,0,0,0,-1,9,1
201006G034558,1,1,3,1,75,6,3,4,0,0,0,-1,1,1
200601TD09039,1,1,1,1,47,7,3,5,3,0,4,-1,5,1
2009170M12399,1,1,3,2,26,6,3,0,0,0,0,-1,1,1
20094100C0752,1,1,1,1,62,4,3,1,3,0,0,-1,5,1
201001TB00833,2,1,1,1,62,5,3,0,0,0,3,-1,11,1
201006G034558,1,1,3,2,54,8,3,1,3,0,4,-1,1,1
200842I334509,1,1,3,1,-1,6,3,0,0,0,0,-1,3,1
200701TD00087,1,1,1,1,20,6,3,0,0,0,0,-1,0,-1
200905BB30247,1,1,2,2,26,8,3,0,0,0,0,-1,3,1
200706M085541,1,1,1,1,28,9,3,4,0,0,0,-1,5,-1
201043P002100,1,1,1,1,6,6,2,4,0,0,0,-1,11,1
200950BS2G028,1,1,1,1,29,6,3,5,9,0,0,-1,4,-1
200901TC00211,2,1,1,1,26,6,3,5,0,0,0,-1,1,1
20053102C1875,1,1,2,1,25,9,3,0,0,0,0,-1,3,1
20074100C0033,1,1,1,1,26,6,3,0,0,0,0,-1,5,-1
200997QB71005,1,1,1,1,-1,5,3,6,0,0,3,-1,9,1
200932D371509,1,1,3,1,33,8,3,0,0,0,0,-1,5,-1
200701SX68005,2,2,1,1,54,7,3,0,0,0,0,-1,11,-1
200934TN80079,1,2,3,1,23,10,3,5,0,0,0,-1,3,-1
201020W002610,2,1,1,1,45,6,3,0,0,0,0,-1,0,1
200743P016017,1,1,1,2,14,7,3,0,1,0,0,-1,11,1
20093104C0396,1,1,3,1,33,7,3,4,1,0,0,-1,0,1
2007400D03800,1,1,1,2,26,10,3,0,0,0,0,-1,2,3
200501TC00427,1,1,1,2,37,6,3,1,0,0,4,-1,2,1
20073108B2328,1,1,2,1,29,9,3,5,0,2,0,-1,0,1
200606P061628,1,1,1,2,26,10,3,0,3,0,0,-1,3,-1
201050GC2M006,2,1,2,1,26,-1,3,0,0,0,0,-1,0,1
2008400C01421,1,1,1,2,54,7,3,0,0,0,0,-1,9,1
200906A015661,5,1,2,2,26,5,3,0,1,1,0,-1,5,1
200737L014662,1,1,1,1,-1,9,3,10,0,0,0,-1,0,1
200597GD01901,1,1,3,1,26,3,3,0,0,0,4,-1,9,1
200720E136601,2,1,1,2,40,7,3,0,0,0,0,-1,3,1
200901TC00232,1,1,1,1,29,6,3,0,0,0,0,-1,0,1
200906M007427,1,1,3,1,39,6,3,0,0,0,0,-1,0,1
200701HT67114,1,1,1,1,86,6,3,0,0,0,0,-1,0,-1
200920D208001,2,1,1,1,37,6,3,0,1,1,0,-1,9,1
200706J077950,4,1,1,1,41,5,3,5,0,0,4,-1,11,1
200997AD70209,1,1,1,1,30,6,3,0,1,1,0,-1,9,1
2007160B05550,1,1,1,1,37,-1,3,0,0,0,0,-1,1,-1
200934TN80169,1,1,3,1,38,8,3,0,0,0,0,-1,5,1
200645TA94668,1,2,1,1,49,9,3,1,0,0,0,-1,3,1
200745GU04001,2,1,1,2,14,2,3,1,0,0,0,-1,11,1
200720J043402,4,1,1,1,25,7,3,0,0,0,0,-1,1,1
200954EW39409,3,1,1,2,40,-1,3,0,0,0,0,-1,2,-1
200950JK2I002,2,1,3,2,58,-1,3,0,0,0,3,-1,0,1
200701TE00137,1,1,1,1,54,-1,3,0,0,0,0,-1,9,1
200506L921482,3,1,1,1,13,11,3,0,0,0,0,-1,0,1
200701LX62765,1,1,2,2,9,3,3,5,1,0,0,-1,1,-1
200901TB00170,3,1,3,1,29,8,3,0,0,0,0,-1,5,1
200642F007203,2,1,1,1,42,6,3,0,0,0,0,-1,0,-1
200701PY68684,3,2,1,1,6,6,3,10,0,0,0,-1,9,1
201054ED13810,1,1,1,2,42,-1,3,0,0,0,0,-1,3,1
200604EN06090,2,1,3,1,37,8,3,0,0,0,0,-1,3,1
200614C122106,1,1,1,2,49,6,3,0,1,0,0,-1,5,1
200743P299027,1,3,1,1,31,6,3,0,0,0,0,-1,0,-1
200801RG72286,1,1,1,2,86,8,3,0,0,0,0,-1,5,1
201005BB05659,1,1,1,1,26,10,3,0,0,0,0,-1,5,1
201005BB05659,1,1,1,1,26,6,3,0,0,0,4,-1,9,1
200634NE08046,2,1,1,2,24,6,3,0,0,0,0,-1,3,1
200905AA31722,1,1,1,1,23,8,3,0,0,0,0,-1,0,-1
200763AC46607,3,1,1,1,39,6,3,0,0,0,0,-1,11,1
201001TB00691,2,2,1,2,29,6,3,0,0,0,0,-1,8,1
200643S043116,1,1,2,1,-1,7,3,0,0,0,0,-1,9,1
200950EL2C030,1,1,2,1,19,6,3,0,0,0,0,-1,0,-1
200537L011122,2,1,1,1,45,6,3,4,0,0,0,-1,0,3
200545GU78309,3,1,1,1,31,3,3,0,4,0,0,-1,9,1
200945EL43404,1,4,3,1,75,8,3,0,0,0,0,-1,3,-1
200914K053809,1,1,3,1,28,6,3,0,0,0,0,-1,3,-1
200922D902544,1,1,3,1,38,6,3,0,0,0,0,-1,11,1
200606N053408,1,1,1,2,37,7,3,0,0,0,0,-1,11,1
200601TC00169,2,1,3,2,40,9,3,0,0,0,0,-1,3,1
201020N028370,1,1,3,2,33,8,3,0,0,0,0,-1,1,1
201045SU49438,2,2,3,2,68,4,3,5,0,0,0,-1,3,1
200542B019205,2,1,1,2,40,-1,3,1,0,0,0,-1,3,1
200920D019702,1,1,3,2,-1,7,3,0,1,0,0,-1,0,-1
200820D137203,2,1,2,1,40,10,3,0,0,0,0,-1,0,1
201006P037217,1,1,3,2,40,7,3,0,0,0,4,-1,3,-1
201006P037217,1,5,1,1,35,6,3,0,0,0,0,-1,11,1
200522FE42803,2,1,1,1,59,6,3,0,0,0,0,-1,1,-1
200932C131009,2,1,1,2,75,8,3,0,0,0,0,-1,0,1
2010160D03851,1,1,3,1,61,6,3,5,0,0,0,-1,5,1
200750F51G773,1,1,1,1,9,10,3,0,3,0,0,-1,1,1
2010160D03851,1,1,1,1,75,7,3,0,0,0,0,-1,0,-1
200942I020101,1,1,1,1,29,7,3,0,0,0,0,-1,5,-1
200614C150306,2,1,1,2,33,6,3,0,0,0,0,-1,9,1
201022D004956,2,1,1,2,43,5,3,0,0,0,0,-1,5,1
2007400B00142,2,1,3,1,39,7,3,4,0,0,0,-1,9,-1
20104100K0543,2,1,1,1,31,-1,3,0,0,0,0,-1,0,1
200520G097401,2,1,1,1,24,8,3,0,0,0,0,-1,0,1
201020K012000,1,1,1,1,23,6,2,0,3,0,0,-1,11,1
200614A198706,3,1,3,2,21,7,3,5,0,0,0,-1,8,1
200505AW00218,3,1,1,2,54,8,3,0,0,0,0,-1,1,1
200950BB2B001,1,1,3,1,29,6,3,5,0,0,0,-1,1,-1
200863CP21008,1,1,3,2,35,7,3,5,0,0,0,-1,9,1
200543P122015,1,1,2,1,38,10,3,0,9,0,0,-1,9,1
200701KD65034,1,2,2,2,38,6,3,0,0,0,0,-1,11,1
20104100C1071,2,1,1,2,37,8,3,0,0,0,0,-1,0,1
200643P271036,2,1,1,1,26,7,3,4,8,0,0,-1,1,-1
201006F038203,1,1,1,2,39,6,3,1,0,0,0,-1,9,1
201006F038203,1,1,1,2,61,4,3,0,3,0,0,-1,1,1
200945TA34913,1,1,1,2,20,7,3,0,0,0,0,-1,4,1
20093104D1760,1,1,1,1,19,8,3,0,0,1,0,-1,9,1
200942I267008,2,1,2,1,26,5,3,0,0,0,0,-1,0,1
2009559D04412,1,1,3,1,35,7,3,4,0,0,0,-1,11,-1
200830A000638,1,1,1,2,-1,8,3,0,1,0,0,-1,9,1
200734NC80187,1,2,1,1,86,5,3,0,0,0,0,-1,5,1
200832D264108,2,1,1,2,24,7,3,0,0,0,0,-1,3,1
200942I146505,1,1,3,1,34,6,3,0,0,0,0,-1,0,1
200945GU42647,1,1,1,1,23,6,3,1,0,0,4,-1,0,1
200997LA70110,3,1,3,1,42,5,2,4,0,0,0,-1,9,1
20073108B2571,2,1,1,1,31,7,3,0,0,0,0,-1,11,1
201032C286410,1,1,3,1,28,6,3,0,0,0,3,-1,3,1
2007600DE7038,1,1,1,1,26,8,3,0,0,0,0,-1,9,1
201011NI21920,1,1,1,1,56,7,3,0,0,0,4,-1,9,1
201011NI21920,1,1,1,2,26,9,3,0,1,1,0,-1,1,1
200763DP37307,3,1,3,1,40,6,3,0,0,0,0,-1,5,1
200963CP20409,1,1,2,1,24,8,2,0,0,0,0,-1,1,-1
200522CF49528,1,2,2,2,40,6,3,1,0,0,0,-1,0,1
200737B027329,2,1,2,1,59,7,3,0,1,0,0,-1,0,-1
200614H108606,2,1,1,1,30,-1,3,0,0,0,0,-1,0,-1
201063DP22410,3,2,3,1,29,6,3,1,8,0,0,-1,3,1
20104100B0253,1,1,2,2,30,6,3,0,0,0,0,-1,9,1
200754ER07607,2,1,1,1,20,7,3,0,0,0,3,-1,9,1
20064100B0424,1,1,1,1,29,6,3,4,0,0,0,-1,1,1
2010160B00511,1,1,3,1,31,7,3,0,0,0,0,-1,11,1
2010160B00511,1,1,1,1,31,7,3,0,0,0,0,-1,9,1
200934TM80289,1,1,3,2,31,6,3,0,3,0,0,-1,3,1
200743P276117,1,1,1,1,35,6,3,1,0,2,4,-1,3,1
2010550C50422,1,1,1,2,54,6,3,0,0,0,0,-1,0,3
200706X081077,2,1,3,1,19,8,2,0,3,0,0,-1,9,1
200730A000705,1,1,1,1,45,7,3,0,0,0,4,-1,0,1
200801PY76137,1,1,1,2,14,4,3,0,0,0,0,-1,3,1
2005170H12155,1,1,3,1,19,-1,3,0,1,0,0,-1,9,1
200542E034308,1,1,1,1,68,5,3,0,0,0,0,-1,3,-1
201042I047202,1,2,1,2,38,11,3,0,0,0,0,-1,1,1
2007160B03720,1,1,3,1,28,5,2,0,0,0,0,-1,5,-1
200605CC10397,7,1,2,1,19,7,3,0,0,0,3,-1,11,1
200901TB00100,2,1,3,2,61,6,3,0,0,0,0,-1,9,1
200714A004307,4,1,2,1,34,7,3,0,3,0,0,-1,9,-1
200811NG26078,1,1,2,1,28,-1,3,0,0,0,0,-1,3,1
200511BE25030,1,1,3,1,54,10,3,0,0,0,0,-1,0,1
201004TA10240,1,1,3,2,9,7,3,7,0,0,0,-1,0,1
201004TA10240,1,1,1,1,45,6,3,4,0,0,0,-1,0,1
201042I334710,2,1,1,1,33,6,3,0,3,0,0,-1,9,1
200597NC70412,2,1,1,1,36,6,3,0,3,2,0,-1,9,1
201042I013801,2,1,2,2,28,-1,3,0,0,0,0,-1,9,1
200804TA08153,4,1,1,1,38,6,3,0,0,0,0,-1,3,1
201050KU2P004,2,1,1,1,86,6,3,1,0,0,0,-1,3,1
200754DE58107,2,1,2,1,23,-1,3,0,0,0,0,-1,3,-1
200950JA2C008,1,1,1,1,43,8,3,0,0,0,4,-1,3,-1
200942I031901,10,1,1,1,40,10,3,0,8,0,0,-1,3,1
200997AC70612,1,1,3,2,23,7,3,0,0,0,0,-1,1,-1
200743P209017,1,1,1,1,30,5,3,1,0,0,2,-1,3,-1
200911SB20189,1,1,2,2,39,8,3,4,0,0,0,-1,0,-1
200914K263609,1,1,2,1,38,-1,3,0,0,0,0,-1,9,1
2008558D05386,1,1,3,2,29,7,3,0,4,0,1,-1,3,1
200505AA03092,1,1,1,1,43,6,3,0,0,0,0,-1,9,1
201050FT2I057,1,1,1,2,26,8,3,1,0,0,2,-1,3,1
200901TD00391,1,1,2,2,59,6,3,10,0,0,0,-1,5,1
201043P256080,1,2,1,1,13,6,3,0,0,1,0,-1,11,1
20053102C1061,1,1,1,1,29,4,3,0,0,0,0,-1,11,1
200930D000596,1,1,3,2,24,-1,3,0,1,0,0,-1,0,-1
200620H038902,1,1,2,1,75,4,3,0,0,0,0,-1,1,1
200743W023077,1,1,1,1,31,6,3,0,3,0,0,-1,1,1
200706G069081,1,1,1,2,26,6,3,0,0,0,0,-1,1,-1
200942I110904,1,1,1,1,23,6,3,0,0,0,0,-1,9,-1
200620F241201,2,1,1,1,49,7,3,0,1,0,0,-1,9,-1
200945EP43559,1,1,1,1,19,5,3,0,0,0,0,-1,0,1
200505EE02288,1,1,1,1,61,7,3,0,0,0,0,-1,9,1
2006556B04437,1,2,1,1,23,6,3,0,1,0,0,-1,5,1
200545SP69740,1,1,3,1,6,11,2,0,0,0,0,-1,1,1
200537L012204,2,1,1,1,-1,7,3,5,1,0,0,-1,11,1
200897QB70807,1,1,1,1,24,5,3,0,1,0,0,-1,0,1
200720M021403,1,1,1,2,35,9,3,5,0,0,0,-1,0,1
200906K012061,1,1,2,1,40,5,3,0,9,0,0,-1,5,1
20104100D0210,1,1,3,1,37,6,3,4,9,0,0,-1,11,1
200620K090801,1,5,1,1,31,6,3,0,0,0,0,-1,5,1
200820G038101,2,1,1,2,38,6,3,0,0,0,0,-1,9,1
200997KC70207,1,1,3,1,61,7,3,5,0,0,0,-1,5,1
200604BC06075,1,1,1,1,23,6,3,0,0,0,4,-1,0,1
200714B066307,2,1,2,1,29,6,3,0,0,0,0,-1,5,1
200706Q071066,1,2,3,2,45,7,3,0,0,0,0,-1,1,-1
201050GC2M006,1,1,3,1,26,4,3,6,0,0,0,-1,8,1
200634NK08036,1,1,1,2,48,5,3,0,0,0,0,-1,5,1
201043N016020,1,1,3,2,39,8,3,0,0,0,0,-1,11,1
20083104D0015,2,1,1,1,54,6,3,0,0,0,0,-1,3,1
201020W044960,1,1,1,2,54,5,3,0,0,0,2,-1,9,1
200701TE00167,1,1,2,1,31,5,3,1,0,0,0,-1,1,1
200801QK69983,2,5,1,1,40,5,3,0,0,0,0,-1,9,1
201001TC00039,1,1,3,1,59,8,3,0,0,0,0,-1,9,1
201001TA00237,1,1,1,1,25,6,3,5,3,0,0,-1,0,1
200705FF21724,1,1,1,1,29,6,3,0,0,0,0,-1,1,1
200701VW68404,1,2,3,1,23,8,3,5,0,0,1,-1,0,1
201020D053813,2,2,2,2,38,7,3,0,0,0,0,-1,3,-1
200720D348601,1,2,3,1,34,6,3,0,0,1,0,-1,0,1
200814B092708,1,1,1,1,75,6,3,0,0,0,0,-1,3,-1
201001TA00237,1,1,1,2,31,6,3,0,0,0,4,-1,0,1
201001TC00039,1,2,3,1,62,5,2,0,0,0,0,-1,9,1
201020E010711,1,2,2,2,24,5,3,0,0,0,0,-1,1,-1
200720G085901,2,1,3,2,26,6,3,10,3,0,4,-1,0,1
201001TA00423,1,2,1,1,40,6,3,0,0,0,0,-1,0,1
201001TA00423,1,2,3,2,25,10,3,5,0,0,0,-1,5,-1
200706A076655,1,1,2,2,50,7,3,0,0,0,0,-1,9,-1
200601TB00179,1,1,3,1,62,7,3,0,1,0,0,-1,5,-1
200701CW66615,1,2,3,1,31,9,3,0,0,0,0,-1,0,-1
200920K055602,1,1,1,1,23,6,3,0,0,0,4,-1,3,1
2006170L31646,1,2,3,1,6,6,3,0,3,0,0,-1,2,-1
200914C088009,1,1,1,2,47,7,3,0,9,0,0,-1,9,1
200706A084785,1,1,2,2,26,5,3,0,1,0,3,-1,9,1
200901TD00151,1,2,1,2,29,6,3,0,0,0,4,-1,9,1
20064100B0437,2,1,2,2,54,8,3,0,1,0,0,-1,11,1
200920E116701,1,1,1,1,26,6,3,0,0,0,0,-1,9,-1
201020D053813,3,1,2,1,45,10,3,5,1,0,0,-1,9,1
200805DD26021,1,2,1,2,61,9,3,0,0,0,0,-1,3,1
201006Q032090,1,1,1,1,34,6,3,0,1,0,0,-1,11,-1
200601TE00243,1,1,3,1,24,9,3,0,0,0,0,-1,11,-1
200630A000496,1,1,1,2,38,5,3,0,0,0,0,-1,8,1
2005170M12235,1,5,2,1,50,7,3,4,0,0,0,-1,1,1
200950GE4M005,1,1,3,2,-1,9,3,4,0,0,0,-1,9,-1
200504CD05050,1,1,1,1,24,7,3,0,0,0,0,-1,9,1
200914K053809,3,1,1,1,38,6,3,0,0,0,0,-1,5,1
200742I400310,1,1,3,1,26,3,3,4,0,0,0,-1,0,1
200854DE39508,1,5,3,1,38,3,3,0,1,0,1,-1,2,1
200920E045301,2,1,1,1,43,2,3,0,0,0,0,-1,0,1
200650A21I210,2,1,3,1,26,3,3,0,0,1,0,-1,5,1
200522DB46913,1,1,3,2,-1,5,3,0,0,0,0,-1,1,1
200920M022801,1,1,1,2,29,7,3,0,0,0,0,-1,0,1
200837L015472,2,1,1,1,35,7,3,0,0,0,0,-1,0,1
201001TC00065,2,1,2,1,-1,8,3,0,0,0,0,-1,5,-1
201001TC00065,2,1,1,2,59,5,3,4,0,0,4,-1,1,1
200520M008402,1,1,3,1,43,6,3,0,9,0,0,-1,9,1
200945SP33845,1,1,1,1,9,5,3,7,0,0,0,-1,3,-1
200832B137608,1,1,1,1,65,7,3,5,0,0,0,-1,0,-1
200601TC00148,1,1,1,2,30,5,3,0,0,0,0,-1,0,-1
200920J065201,3,1,3,1,37,6,3,0,0,0,0,-1,3,1
200911SK26719,4,1,3,1,43,7,3,0,0,0,0,-1,0,1
2005160D07180,1,1,1,1,24,7,3,0,0,0,0,-1,3,1
201034TE80220,1,1,3,2,56,5,3,0,1,0,0,-1,0,1
200750E21D443,1,1,1,1,58,6,3,0,0,0,0,-1,3,1
2010160C03921,2,1,1,2,31,6,3,0,3,0,3,-1,5,-1
2010160C03921,2,1,1,2,-1,7,3,0,0,0,0,-1,0,1
2005600GN3081,2,2,3,2,68,6,3,0,0,0,0,-1,3,-1
200601TD00006,2,1,1,2,24,4,3,1,0,0,0,-1,0,1
200832B179408,1,1,3,1,24,7,3,0,0,0,4,-1,1,1
201004AL10211,1,1,1,2,25,8,2,0,0,1,0,-1,3,1
201004AL10211,1,1,3,2,26,6,3,5,3,0,0,-1,9,1
200730B000635,2,2,1,1,6,6,3,4,0,0,0,-1,3,1
200945TA36763,2,1,1,1,86,8,2,4,0,0,4,-1,0,1
200904FL09003,1,1,3,2,68,7,3,0,3,0,0,-1,0,-1
200601TB00209,4,1,2,2,25,7,3,0,0,0,0,-1,3,1
200830B000173,2,1,2,1,26,6,3,0,0,0,3,-1,11,-1
2009559D01878,2,1,2,1,50,8,3,0,0,0,0,-1,9,1
200945MO37305,1,1,3,2,39,5,3,5,0,0,0,-1,1,1
200904FG09072,2,2,1,2,39,7,3,0,0,0,0,-1,9,1
200542G087811,2,1,1,1,28,6,3,0,0,0,0,-1,9,3
200843W026028,2,1,3,1,43,6,3,1,3,0,0,-1,5,1
200943N154019,1,2,1,2,38,6,3,0,0,0,0,-1,1,1
200945TA34913,2,1,2,2,24,10,3,0,2,0,0,-1,5,1
200930C000312,1,1,3,1,39,6,3,0,0,0,0,-1,0,1
